id,tema,institucion,titulo,url_original,archivo_local,fecha_descarga,fecha_publicacion,codigo_serie,periodo_utilizado,tipo,sha256,nota
bcra_ief_2s2024_ciclo,ciclo_ajuste_bancos,BCRA,IEF · segundo semestre 2024,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/IEF0224.pdf,/data/fuentes/ciclo_ajuste/backfill_v96/bcra_ief_2s2024_ciclo.pdf,2026-08-28,,,2023-Q3/2024-Q3,PDF oficial · binario preservado,5c6780311123ca5082b8d9ab6411474f6989e44d083cbec7367fc704b1c36aba,Tabla homogénea para bridge Q4-23 vs Q3-23 y ROA trimestral. Backfill V96: binario local validado por magic bytes + SHA-256; 934551 bytes; metodo=Invoke-WebRequest; TLS=WINDOWS_DEFAULT.
bcra_isb_abr2014_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · abril 2014,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-abril-de-2014/,/data/fuentes/ciclo_ajuste/backfill_v96_round2/bcra_isb_abr2014_ciclo.pdf,2026-08-28,,,2014-04,PDF oficial · binario preservado,0b3f1454d87bad2245e1219c0605c5bc3a7ec0dd3d42ce2c88688ab2a1acb038,"Resultados por títulos, gastos de administración y mora. Backfill V96 round2: binario recuperado 2026-08-28T19:38:27.4561671Z; 290541 bytes; method=Invoke-WebRequest; direct_url=https://www.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/InfBanc0414.pdf; tls=WINDOWS_DEFAULT."
bcra_isb_abr2018_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · abril 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-abril-2018/,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_abr2018_ciclo.pdf,2026-08-28,,,2018-04,PDF oficial · binario preservado,42a3a46d04209f3f8d3308fa785ba5b7ef84b4fc794fc6101aed6faa0d87f956,"Baseline inmediato de previsiones, liquidez, capital y ROA. Backfill V96 round3: binario recuperado 2026-08-28T20:00:32.6045246Z; 464279 bytes; method=curl.exe; direct_url=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0418.pdf; tls=SCHANNEL_DEFAULT_SSL_NO_REVOKE."
bcra_isb_dic2013_buffers,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · diciembre 2013,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-diciembre-de-2013/,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_dic2013_buffers.pdf,2026-08-28,,,2013-12,PDF oficial · binario preservado,0e5e2b620756eeaf62e95e0503c187322313fd77b3b14557a545aa2d65ef8d3f,"Baseline buffers: mora, previsiones, liquidez, capital y ROA. Backfill V96 round3: binario recuperado 2026-08-28T20:00:33.4304650Z; 337144 bytes; method=curl.exe; direct_url=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1213.pdf; tls=SCHANNEL_DEFAULT_SSL_NO_REVOKE."
bcra_isb_dic2018_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · diciembre 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-diciembre-de-2018-2/,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_dic2018_ciclo.pdf,2026-08-28,,,2018-12,PDF oficial · binario preservado,9236c7861d8428a8039fddfaa7928b7d06d28cac7aff8a9c624e83e27ad478cc,"ROA anual, exposición patrimonial y buffers. Backfill V96 round3: binario recuperado 2026-08-28T20:00:34.1841878Z; 483849 bytes; method=Invoke-WebRequest; direct_url=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1218.pdf; tls=WINDOWS_DEFAULT."
bcra_isb_dic2023_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · diciembre 2023,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-diciembre-de-2023/,/data/fuentes/ciclo_ajuste/backfill_v96_round2/bcra_isb_dic2023_ciclo.pdf,2026-08-28,,,2023-12,PDF oficial · binario preservado,7a6cd89ffe15a43e3031463180f7ebd90479df9b0204374994f0979ac9b267e8,"Componentes de margen, gaps FX/CER y capital. Backfill V96 round2: binario recuperado 2026-08-28T19:38:28.5273141Z; 323633 bytes; method=Invoke-WebRequest; direct_url=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1223.pdf; tls=WINDOWS_DEFAULT."
bcra_isb_ene2014_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · enero 2014,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-enero-de-2014/,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_ene2014_ciclo.pdf,2026-08-28,2014-03-28,,2014-01,PDF oficial · binario preservado,7182bbaf319403ba595c73bfea1a2386cbcace91935e0d1e99711c0a3c2bf9ab,"Overshoot inicial, FX/valuación, liquidez, capital y ROA. Backfill V96 round3: binario recuperado 2026-08-28T20:00:35.3579401Z; 321457 bytes; method=curl.exe; direct_url=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0114.pdf; tls=SCHANNEL_DEFAULT_SSL_NO_REVOKE."
bcra_isb_feb2014_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · febrero 2014,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-febrero-de-2014/,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_feb2014_ciclo.pdf,2026-08-28,,,2014-02,PDF oficial · binario preservado,91f96235481601d1a75dbf09f6c89d4efc70c37ba8b282cc78fc081deaa9a2c9,Normalización del margen y cambios en exposición FX. Backfill V96 round3: binario recuperado 2026-08-28T20:00:36.0604705Z; 339417 bytes; method=curl.exe; direct_url=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0214.pdf; tls=SCHANNEL_DEFAULT_SSL_NO_REVOKE.
bcra_isb_feb2024_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · febrero 2024,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-febrero-de-2024/,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_feb2024_ciclo.pdf,2026-08-28,,,2024-02,PDF oficial · binario preservado,f5c9a1544aa7ce997f0af66900b3feacd4dc4b848f34874467d413ab040cf8d0,Reconfiguración FX/CER y balance. Backfill V96 round3: binario recuperado 2026-08-28T20:00:36.5826131Z; 286695 bytes; method=Invoke-WebRequest; direct_url=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0224.pdf; tls=WINDOWS_DEFAULT.
bcra_isb_jul2014_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · julio 2014,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-julio-de-2014/,/data/fuentes/ciclo_ajuste/backfill_v96_round2/bcra_isb_jul2014_ciclo.pdf,2026-08-28,,,2014-07,PDF oficial · binario preservado,01ab42e6d12958a50b5b93c70bb771bb1638ff94c94b14246591923b2a2d6e25,"Resultado acumulado, mora y buffers durante recovery. Backfill V96 round2: binario recuperado 2026-08-28T19:38:29.3197129Z; 332533 bytes; method=Invoke-WebRequest; direct_url=https://www.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/InfBanc0714.pdf; tls=WINDOWS_DEFAULT."
bcra_isb_jul2018_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · julio 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-julio-de-2018/,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_jul2018_ciclo.pdf,2026-08-28,,,2018-07,PDF oficial · binario preservado,6b86c4ff96fd2bd1d071c21aa73ad84555bbd6faecb2c9d01b040655c0637653,Costo de fondeo y efectos de encajes. Backfill V96 round3: binario recuperado 2026-08-28T20:00:37.7921932Z; 532098 bytes; method=Invoke-WebRequest; direct_url=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0718.pdf; tls=WINDOWS_DEFAULT.
bcra_isb_jun2014_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · junio 2014,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-junio-de-2014/,/data/fuentes/ciclo_ajuste/backfill_v96_round2/bcra_isb_jun2014_ciclo.pdf,2026-08-28,2014-08-22,,2014-Q2,PDF oficial · binario preservado,8cca0fd2335a1ceb7620bc7fbe9899ae98e7672f21959a522df4a6145d2f1dfd,"ROA Q2 +0,8 pp i.a., fundamentalmente por títulos; cobertura de mora y capital. Backfill V96 round2: binario recuperado 2026-08-28T19:38:29.9930155Z; 356496 bytes; method=curl.exe; direct_url=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0614.pdf; tls=SCHANNEL_DEFAULT_SSL_NO_REVOKE."
bcra_isb_jun2018_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · junio 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-junio-de-2018/,/data/fuentes/ciclo_ajuste/backfill_v96_round2/bcra_isb_jun2018_ciclo.pdf,2026-08-28,,,2018-H1,PDF oficial · binario preservado,9017f7f43920b632bac0d9aa98fdb068249aead9a6c9e05bfe1eab983d36b0b5,"Bridge H1: margen, servicios, incobrabilidad y gastos. Backfill V96 round2: binario recuperado 2026-08-28T19:38:30.9005593Z; 512087 bytes; method=curl.exe; direct_url=https://www.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/InfBanc0618.pdf; tls=SCHANNEL_DEFAULT_SSL_NO_REVOKE."
bcra_isb_mar2024_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · marzo 2024,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-marzo-de-2024/,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_mar2024_ciclo.pdf,2026-08-28,,,2024-Q1,PDF oficial · binario preservado,7a2d930f849a27a806bff6ea8b17c23d644725bcc7232868fe4220aa5bf8ccfa,Q4-23 vs Q1-24 y normalización de rentabilidad. Backfill V96 round3: binario recuperado 2026-08-28T20:00:39.0165594Z; 567293 bytes; method=Invoke-WebRequest; direct_url=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0324.pdf; tls=WINDOWS_DEFAULT.
bcra_isb_may2018_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · mayo 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-mayo-de-2018/,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_may2018_ciclo.pdf,2026-08-28,,,2018-05,PDF oficial · binario preservado,36a3f5017e52cf2d67a1c256357eea6560e4ef8c061d17d3333bda7c7e152216,Atribución oficial del aumento mensual de rentabilidad principalmente al tipo de cambio. Backfill V96 round3: binario recuperado 2026-08-28T20:00:39.6224194Z; 495085 bytes; method=curl.exe; direct_url=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0518.pdf; tls=SCHANNEL_DEFAULT_SSL_NO_REVOKE.
bcra_isb_nov2018_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · noviembre 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-noviembre-de-2018/,/data/fuentes/ciclo_ajuste/backfill_v96_round2/bcra_isb_nov2018_ciclo.pdf,2026-08-28,,,2018-11,PDF oficial · binario preservado,91319e82be265aaf575b0b1c0cce832bee8af410871645da033329c989397f89,"Drawdown mensual, previsiones y abnormal result acumulado. Backfill V96 round2: binario recuperado 2026-08-28T19:38:31.9155596Z; 503833 bytes; method=Invoke-WebRequest; direct_url=https://www.bcra.gob.ar/Pdfs/PublicacionesEstadisticas/Infbanc1118.pdf; tls=WINDOWS_DEFAULT."
bcra_isb_nov2023_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · noviembre 2023,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-noviembre-2023/,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_nov2023_ciclo.pdf,2026-08-28,,,2023-11,PDF oficial · binario preservado,fe04e9e4e6ee69b8de20e854a142a458a61f4a2b9fbb4b9fa43828507784bdfb,"ROA 12m pre-shock, previsiones, liquidez y capital. Backfill V96 round3: binario recuperado 2026-08-28T20:00:40.1130258Z; 370652 bytes; method=Invoke-WebRequest; direct_url=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1123.pdf; tls=WINDOWS_DEFAULT."
bcra_isb_oct2018_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · octubre 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-octubre-de-2018/,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_oct2018_ciclo.pdf,2026-08-28,,,2018-10,PDF oficial · binario preservado,a037e75db4621be5206ca9bafc970884b24391b77b90bb940ade031f2b14b99c,Exposición patrimonial y cobertura ajustada. Backfill V96 round3: binario recuperado 2026-08-28T20:00:41.2112096Z; 539293 bytes; method=Invoke-WebRequest; direct_url=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc1018.pdf; tls=WINDOWS_DEFAULT.
bcra_isb_sep2018_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · septiembre 2018,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-septiembre-de-2018/,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_sep2018_ciclo.pdf,2026-08-28,,,2018-09,PDF oficial · binario preservado,ee5a5188ccf94e93a2079973ba4c4bda8cc886c64c35ec37f0abc988cacf8b38,"Títulos/forwards, margen e incobrabilidad. Backfill V96 round3: binario recuperado 2026-08-28T20:00:41.7663964Z; 496615 bytes; method=curl.exe; direct_url=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0918.pdf; tls=SCHANNEL_DEFAULT_SSL_NO_REVOKE."
bcra_isb_sep2024_ciclo,ciclo_ajuste_bancos,BCRA,Informe sobre Bancos · septiembre 2024,https://www.bcra.gob.ar/publicaciones/informe-sobre-bancos-septiembre-de-2024/,/data/fuentes/ciclo_ajuste/backfill_v96_round3/bcra_isb_sep2024_ciclo.pdf,2026-08-28,,,2024-Q3,PDF oficial · binario preservado,f90abc735a9846e8de5ff5a27c87081e96f2d2468f30e0572c7a05731bb8fb67,Drawdown de margen real; pases/títulos/CER y offsets monetarios/fondeo. Backfill V96 round3: binario recuperado 2026-08-28T20:00:42.5274946Z; 473410 bytes; method=curl.exe; direct_url=https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/InfBanc0924.pdf; tls=SCHANNEL_DEFAULT_SSL_NO_REVOKE.
wid_argentina_wealth_2026,concentracion_patrimonial,World Inequality Lab,World Inequality Report 2026 · Argentina country sheet,https://wir2026.wid.world/www-site/uploads/2025/11/WIR26_Country_Sheets.pdf,/data/fuentes/grandes_fortunas/wid/wid_contexto_argentina_2026.txt,2026-08-20,2025-11,wealth shares,2024,nota de extracción,d101f68ce694f06bbf84531f266860f980d112ed59050bd0f1e40837fbfe30e6,Sólo contexto de concentración; no se mezcla con la base declarada de ARCA
audit_cftea_ref,credito_cftea,Elaboración propia,Auditoría CFTEA de referencia y carga del crédito,,/data/fuentes/tasas/metodologia/AUDITORIA_CFTEA_REFERENCIA_Y_CARGA_CREDITO.md,2026-08-25,,,2019-2026,auditoría metodológica,7d4e27a3d728152d350574286073beda929a6736604badbb6f03b04767d1cefa,Costo del deudor ≠ ganancia bancaria
deriv_cftea_brecha,credito_cftea,Elaboración propia,Brecha costo crédito vs CFTEA referencia,,/data/derivados/tasas/brecha_costo_credito_vs_cftea_referencia_2019_2026.csv,2026-08-25,,,2019-2026,CSV derivado,1545c08643086726a8ea3ca076e6343774992c4c14372fc6e8fb2f4735740346,Serie mensual del modelo de referencia
emae_indec_informe_202606,emae,INDEC,Estimador mensual de actividad económica. Junio de 2026,https://www.indec.gob.ar/uploads/informesdeprensa/emae_08_26AADBE275B1.pdf,/data/fuentes/emae/indec/emae_08_26.pdf,2026-08-21,,Informe EMAE,2026-06,PDF oficial,e1c1d3b7438f8ecd8e07f2dd2f3fe182fea2ef086da6748d50861907d2b3b077,Control del último dato y variaciones publicadas
emae_indec_metodologia,emae,INDEC,Metodología del EMAE,https://www.indec.gob.ar/ftp/cuadros/economia/metodologia_emae_ago_16.pdf,/data/fuentes/emae/metodologia/metodologia_emae_ago_16.pdf,2026-08-21,,Metodología EMAE,base 2004,PDF metodológico,cc03efbed59bdeabab1c8f497510b4c0e75b8f33bb725350b6b22118c171e268,Definiciones y cautelas
emae_indec_xls,emae,INDEC,EMAE mensual base 2004,https://www.indec.gob.ar/ftp/cuadros/economia/sh_emae_mensual_base2004.xls,/data/fuentes/emae/indec/sh_emae_mensual_base2004.xls,2026-08-21,,EMAE original/desestacionalizada/tendencia-ciclo,2004-01/2026-06,XLS oficial,ffc72691105c3cab337a9d08a887da96097aae482f33373e2fa29bc86364da53,Original oficial archivado y control
emae_datos_argentina_csv,emae,Secretaría de Política Económica / Datos Argentina,EMAE mensual base 2004,https://infra.datos.gob.ar/catalog/sspm/dataset/143/distribution/143.3/download/emae-valores-anuales-indice-base-2004-mensual.csv,/data/fuentes/emae/indec/datos_argentina_emae_mensual.csv,2026-08-21,,EMAE original/desestacionalizada/tendencia-ciclo,2004-01/2026-06,CSV oficial,328397c472aa5445ed133672f53aaf767fe06a74564c660a9cc78779619261fb,Entrada tabular; conciliada con publicación INDEC
pnfc_anexo,fintech,BCRA,Anexo estadístico PNFC junio 2026,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/anexo-estadistico-proveedores-no-financieros-credito-junio-2026.xlsx,/data/fuentes/tasas/pnfc/anexo-estadistico-proveedores-no-financieros-credito-junio-2026.xlsx,2026-08-20,2026-06-04,,hasta 2026-02,XLSX oficial,257e0d620022e821316e201099e23c3690bf981e4b24b73fb160e9ea6389c449,Control de universos y aperturas por grupo
pnfc_informe,fintech,BCRA,Informe de Proveedores No Financieros de Crédito,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/informe-proveedores-no-financieros-credito-junio-2026.pdf,/data/fuentes/tasas/pnfc/informe-proveedores-no-financieros-credito-junio-2026.pdf,2026-08-20,2026-06-04,,hasta 2026-02,PDF oficial,408924ff6799b48b00a2824b5afc501e4d2528cd7a22a4a9307eb5985c1139f5,Explica que las tasas se ponderan por saldos y que la publicación trabaja con stocks
pnfc_pagina,fintech,BCRA,Página de publicación PNFC junio 2026,https://www.bcra.gob.ar/publicaciones/informe-de-proveedores-no-financieros-de-credito-junio-de-2026/,/data/fuentes/tasas/pnfc/informe_pnfc_junio_2026.html,2026-08-20,2026-06-04,,hasta 2026-02,HTML oficial,00a2fb710989a4bf6e9bc57bbf13225bfe2215c36e5aa4196cf733df9a3edea9,"Copia local de la página que enlaza PDF, series y anexo"
pnfc_series,fintech,BCRA,Series del informe PNFC junio 2026,https://www.bcra.gob.ar/archivos/Pdfs/PublicacionesEstadisticas/informes/series-informe-proveedores-no-financieros-credito-junio-2026.xlsx,/data/fuentes/tasas/pnfc/series-informe-proveedores-no-financieros-credito-junio-2026.xlsx,2026-08-20,2026-06-04,"Hoja 3, fila Fintech; hoja 5, TNA Fintech",2026-02,XLSX oficial,120a5d7eaa47ef8558ae14f91b72baa33eefdbbde563a9b9e398e2ac408339cc,Stock Fintech total en miles de millones de pesos de feb-2026; se usa sólo como exposición separada
arca_bienes_personales_pagina,grandes_fortunas,ARCA,Bienes Personales · declaración jurada,https://www.arca.gob.ar/gananciasYBienes/bienes-personales/declaracion-jurada/,/data/fuentes/grandes_fortunas/arca/bienes_personales_declaracion_2026-08-20.html,2026-08-20,,,consulta 2026-08-20,HTML oficial,970bfeead8d7202616e78dab3965debf98b0780913c691875c342c0eba1b201d,Copia local del redireccionamiento oficial de ARCA
arca_bp_tramos_2022,grandes_fortunas,ARCA,Bienes Personales 2022: presentaciones y bienes por tramo,https://contenidos.afip.gob.ar/institucional/estudios/archivos/estadisticasTributarias/Estadisticas-Tributarias-2023.zip,/data/fuentes/grandes_fortunas/arca/bienes_personales_tramos_2022.xls,2026-08-20,2024,Cuadro 2.5.1.2.1.1,fiscal 2022,XLS oficial,76902eebeb4c3e6226e8652222534a91597876a12bc30c731080ead8d48ee2e7,Base patrimonial declarada; importes originales en millones de pesos corrientes
